[2019-12-10 15:04:04.017960] 362.456
[2019-12-10 15:04:05.431213] 609.358
[2019-12-10 15:04:06.551660] 362.225
[2019-12-10 15:04:07.678396] 423.605
[2019-12-10 15:04:09.244542] 407.561
[2019-12-10 15:04:10.654562] 607.596
[2019-12-10 15:04:11.723856] 362.388
[2019-12-10 15:04:12.787406] 363.455
[2019-12-10 15:04:14.519626] 1030.818
[2019-12-10 15:04:15.595582] 368.553
[2019-12-10 15:04:17.078760] 418.824
[2019-12-10 15:04:18.829971] 1011.218
[2019-12-10 15:04:19.993850] 405.228
[2019-12-10 15:04:21.361204] 381.472
[2019-12-10 15:04:23.207586] 1047.346
[2019-12-10 15:04:24.637679] 457.6
[2019-12-10 15:04:27.084767] 366.733
[2019-12-10 15:04:29.694773] 1837.0410000000002
[2019-12-10 15:04:30.759897] 364.485
[2019-12-10 15:04:33.687314] 1094.824
[2019-12-10 15:04:34.813199] 366.326
[2019-12-10 15:04:37.453954] 365.571
[2019-12-10 15:04:40.140096] 1890.8809999999999
[2019-12-10 15:04:41.300903] 458.468
[2019-12-10 15:04:46.230493] 3986.641
[2019-12-10 15:04:47.359642] 406.668
[2019-12-10 15:04:52.205950] 368.108
[2019-12-10 15:04:54.799030] 1820.937
[2019-12-10 15:04:57.818674] 364.259
[2019-12-10 15:05:00.673006] 2054.39
[2019-12-10 15:05:03.418284] 364.625
[2019-12-10 15:05:06.013690] 1828.1680000000001
[2019-12-10 15:05:09.096652] 388.094
[2019-12-10 15:05:11.478463] 1637.4740000000002
[2019-12-10 15:05:16.364521] 536.216
[2019-12-10 15:05:17.437484] 364.151
[2019-12-10 15:05:24.109114] 1882.8519999999999
[2019-12-10 15:05:25.200634] 365.177
[2019-12-10 15:05:31.784768] 1691.758
[2019-12-10 15:05:33.007368] 434.533
[2019-12-10 15:05:39.500268] 1217.491
[2019-12-10 15:05:42.695206] 2067.855
[2019-12-10 15:05:47.402195] 361.136
[2019-12-10 15:05:48.527081] 393.373
[2019-12-10 15:05:57.162533] 3280.409
[2019-12-10 15:05:58.374339] 367.36
[2019-12-10 15:06:07.061221] 1307.584
[2019-12-10 15:06:08.556221] 508.42
[2019-12-10 15:06:17.073935] 3544.249
[2019-12-10 15:06:18.372496] 590.286
[2019-12-10 15:06:27.228370] 2785.74
[2019-12-10 15:06:28.427062] 363.391
