[2019-12-12 11:53:40.972516] 699.667
[2019-12-12 11:53:43.140631] 373.103
[2019-12-12 11:53:45.245181] 382.518
[2019-12-12 11:53:47.706085] 463.802
[2019-12-12 11:53:50.177265] 756.343
[2019-12-12 11:53:53.810129] 415.139
[2019-12-12 11:53:56.939642] 418.79
[2019-12-12 11:53:59.131322] 435.616
[2019-12-12 11:54:01.288421] 368.182
[2019-12-12 11:54:04.854563] 1841.703
[2019-12-12 11:54:08.330350] 1770.673
[2019-12-12 11:54:11.929759] 1851.0810000000001
[2019-12-12 11:54:15.735704] 2048.156
[2019-12-12 11:54:18.258833] 785.857
[2019-12-12 11:54:21.371406] 382.528
[2019-12-12 11:54:26.685768] 399.549
[2019-12-12 11:54:31.439085] 2483.417
[2019-12-12 11:54:35.689024] 2547.293
[2019-12-12 11:54:38.454282] 368.336
[2019-12-12 11:54:43.663119] 371.467
[2019-12-12 11:54:57.870201] 371.016
[2019-12-12 11:55:24.683964] 414.676
