




cache,23.25,4,0.0
cache,21.1666666666666666666,6,1.0
cache,17.25,4,0.0
cache,22.4545454545454545454,11,2.0
cache,21.4444444444444444444,9,1.0
cache,20.2307692307692307692,13,2.0
cache,21.75,8,1.0
cache,19.0,5,1.0
cache,19.2727272727272727272,11,2.0
cache,19.1666666666666666666,6,1.0
cache,30.5,2,0.0
cache,21.047619047619047619,21,4.0
cache,20.3,20,4.0
cache,20.4634146341463414634,41,8.0
cache,21.1960784313725490196,51,10.0
cache,21.5,28,5.0
cache,24.5,2,0.0
cache,20.2727272727272727272,44,8.0
cache,22.5211267605633802816,71,14.0
cache,21.5876288659793814432,97,19.0
cache,21.8453608247422680412,97,19.0
cache,22.3974358974358974358,78,15.0
cache,21.7012987012987012987,77,15.0
cache,23.5813953488372093023,43,8.0
cache,21.9104477611940298507,67,13.0
cache,21.44,75,15.0
cache,22.125,96,19.0
cache,21.6428571428571428571,84,16.0
cache,22.7710843373493975903,83,16.0
cache,21.3225806451612903225,93,18.0
cache,22.2658227848101265822,79,15.0
cache,21.1549295774647887323,71,14.0
cache,22.0434782608695652173,69,13.0
cache,21.630136986301369863,73,14.0
cache,21.9154929577464788732,71,14.0
cache,21.4285714285714285714,70,14.0
cache,22.3148148148148148148,54,10.0
cache,22.2875,80,16.0
cache,22.5402298850574712643,87,17.0
cache,21.7943925233644859813,107,21.0
cache,22.7578947368421052631,95,19.0
cache,22.5294117647058823529,85,17.0
cache,22.3580246913580246913,81,16.0
cache,21.4864864864864864864,74,14.0
cache,21.1466666666666666666,75,15.0
cache,22.8125,112,22.0
cache,20.9780219780219780219,91,18.0
cache,22.2884615384615384615,104,20.0
cache,23.012987012987012987,77,15.0
cache,22.5714285714285714285,77,15.0
cache,23.0731707317073170731,41,8.0
cache,21.55,40,8.0
cache,22.032967032967032967,91,18.0
cache,21.6981132075471698113,106,21.0
cache,22.5243902439024390243,82,16.0
cache,22.6982758620689655172,116,23.0
cache,22.047619047619047619,84,16.0
cache,21.5490196078431372549,102,20.0
cache,22.0166666666666666666,60,12.0
