


cache,3.625,8,1.0
cache,2.25,12,2.0
cache,1.6842105263157894736,19,3.0
cache,1.375,24,4.0
cache,0.090909090909090909,33,6.0
cache,0.7619047619047619047,42,8.0
cache,0.4875,80,16.0
cache,0.3827160493827160493,81,16.0
cache,0.6122448979591836734,49,9.0
cache,0.40625,96,19.0
cache,0.3307692307692307692,130,26.0
cache,0.3363636363636363636,110,22.0
cache,0.2597402597402597402,154,30.0
cache,0.2634730538922155688,167,33.0
cache,0.3430656934306569343,137,27.0
cache,0.3099415204678362573,171,34.0
cache,0.3546099290780141843,141,28.0
cache,0.2878787878787878787,132,26.0
cache,0.090909090909090909,121,24.0
cache,0.2457142857142857142,175,35.0
cache,0.2482758620689655172,145,29.0
cache,0.241610738255033557,149,29.0
cache,0.2885906040268456375,149,29.0
cache,0.3270440251572327044,159,31.0
cache,0.2758620689655172413,145,29.0
cache,0.2460732984293193717,191,38.0
cache,0.4166666666666666666,120,24.0
cache,0.2717948717948717948,195,39.0
cache,0.3615384615384615384,130,26.0
