[2019-12-11 16:32:59.422612] 396.809
[2019-12-11 16:33:00.679560] 469.065
[2019-12-11 16:33:01.771005] 372.846
[2019-12-11 16:33:02.899694] 385.125
[2019-12-11 16:33:04.120274] 465.859
[2019-12-11 16:33:05.215206] 374.061
[2019-12-11 16:33:06.297147] 372.541
[2019-12-11 16:33:07.600138] 574.623
[2019-12-11 16:33:08.687843] 364.688
[2019-12-11 16:33:10.173693] 374.556
[2019-12-11 16:33:11.628889] 714.125
[2019-12-11 16:33:12.738785] 376.488
[2019-12-11 16:33:14.266379] 370.293
[2019-12-11 16:33:15.357878] 375.476
[2019-12-11 16:33:16.673888] 399.857
[2019-12-11 16:33:18.112539] 723.557
[2019-12-11 16:33:19.185387] 365.814
[2019-12-11 16:33:21.917342] 1745.6399999999999
[2019-12-11 16:33:23.034253] 391.009
[2019-12-11 16:33:25.697957] 371.439
[2019-12-11 16:33:27.093177] 679.731
[2019-12-11 16:33:29.155566] 371.703
[2019-12-11 16:33:30.489210] 616.436
[2019-12-11 16:33:32.614766] 407.511
[2019-12-11 16:33:34.262332] 911.051
[2019-12-11 16:33:36.062903] 374.431
[2019-12-11 16:33:37.833485] 1052.881
[2019-12-11 16:33:41.758299] 384.477
[2019-12-11 16:33:43.281574] 788.124
[2019-12-11 16:33:47.304671] 366.115
[2019-12-11 16:33:48.719041] 684.293
[2019-12-11 16:33:52.705538] 416.912
[2019-12-11 16:33:53.805600] 367.107
[2019-12-11 16:33:58.102616] 1888.779
[2019-12-11 16:33:59.182680] 371.587
[2019-12-11 16:34:03.816799] 2511.433
[2019-12-11 16:34:04.898607] 367.754
[2019-12-11 16:34:11.463658] 4537.417
[2019-12-11 16:34:12.550831] 371.74
[2019-12-11 16:34:19.135286] 4004.455
[2019-12-11 16:34:20.235592] 380.552
[2019-12-11 16:34:26.904359] 4112.927
[2019-12-11 16:34:28.003591] 382.585
[2019-12-11 16:34:34.449417] 4433.089
[2019-12-11 16:34:35.559810] 367.657
[2019-12-11 16:34:39.740251] 2881.382
[2019-12-11 16:34:42.904098] 372.843
[2019-12-11 16:34:44.315980] 692.073
[2019-12-11 16:34:52.474523] 2235.453
[2019-12-11 16:34:53.581200] 372.746
[2019-12-11 16:35:01.795162] 5521.303
[2019-12-11 16:35:02.872665] 371.818
[2019-12-11 16:35:04.376041] 792.046
[2019-12-11 16:35:12.163744] 4144.858
[2019-12-11 16:35:22.367519] 2964.749
[2019-12-11 16:35:23.444165] 364.783
