[2019-12-11 18:20:36.183035] 1222.74
[2019-12-11 18:20:37.177004] 367.448
[2019-12-11 18:20:38.074462] 375.953
[2019-12-11 18:20:38.982629] 376.299
[2019-12-11 18:20:39.880202] 367.782
[2019-12-11 18:20:40.783147] 375.536
[2019-12-11 18:20:41.753093] 423.105
[2019-12-11 18:20:42.935004] 370.532
[2019-12-11 18:20:44.201774] 373.422
[2019-12-11 18:20:46.011653] 1070.664
[2019-12-11 18:20:47.094803] 373.727
[2019-12-11 18:20:49.919733] 1726.5990000000002
[2019-12-11 18:20:52.109060] 379.447
[2019-12-11 18:20:53.230356] 380.994
[2019-12-11 18:20:54.588914] 410.204
[2019-12-11 18:20:56.219864] 896.686
[2019-12-11 18:20:57.304742] 371.566
[2019-12-11 18:20:59.895745] 632.102
[2019-12-11 18:21:00.984584] 372.992
[2019-12-11 18:21:03.665720] 376.906
[2019-12-11 18:21:05.103720] 729.354
[2019-12-11 18:21:07.225426] 393.985
[2019-12-11 18:21:08.462728] 488.191
[2019-12-11 18:21:10.733237] 371.98
[2019-12-11 18:21:11.952004] 514.315
[2019-12-11 18:21:14.214118] 379.133
[2019-12-11 18:21:15.969393] 1001.637
[2019-12-11 18:21:19.781268] 377.904
[2019-12-11 18:21:21.221022] 732.576
[2019-12-11 18:21:25.418187] 405.019
[2019-12-11 18:21:26.558088] 377.783
[2019-12-11 18:21:30.889229] 1477.5
[2019-12-11 18:21:32.045085] 372.269
[2019-12-11 18:21:36.479386] 1031.925
[2019-12-11 18:21:37.582367] 381.424
[2019-12-11 18:21:42.411670] 2794.25
[2019-12-11 18:21:43.513591] 373.232
[2019-12-11 18:21:50.206399] 4209.482
[2019-12-11 18:21:51.347696] 432.632
[2019-12-11 18:22:00.241538] 709.231
[2019-12-11 18:22:05.431559] 825.244
[2019-12-11 18:22:10.867586] 467.201
[2019-12-11 18:22:12.287251] 454.23
